613,160,15,5
614,120,4,40
615,70,6,41
616,47,36,1
617,176,47,29
618,155,38,1
619,89,24,23
620,4,13,28
621,173,23,18
622,56,6,40
623,144,23,26
624,123,38,5
625,130,27,23
626,82,21,7
627,3,47,17
628,25,45,36
629,145,10,3
630,111,36,50
631,47,37,46
632,133,7,33
633,189,31,47
634,3,20,21
635,135,31,49
636,89,6,16
637,80,25,32
638,82,27,49
639,151,21,47
640,158,15,3
641,148,42,27
642,142,10,41
643,73,44,5
644,56,13,26
645,199,2,39
646,83,25,38
647,166,28,19
648,184,15,27
649,11,19,33
650,23,1,41
651,54,2,50
652,90,41,47
653,69,16,18
654,9,40,35
655,25,43,23
656,64,42,44
657,40,27,17
658,175,44,19
659,178,25,45
660,74,33,36
661,168,44,3
662,73,23,23
663,19,23,25
664,11,44,24
665,104,10,13
666,50,24,17
667,139,38,21
668,93,9,25
669,72,40,16
670,31,47,25
671,190,3,45
672,103,24,4
673,99,7,31
674,179,45,45
675,83,50,34
676,45,31,8
677,92,8,13
678,194,14,48
679,39,1,32
680,25,4,42
681,122,13,16
682,166,19,15
683,46,12,26
684,104,12,24
685,148,32,23
686,171,31,19
687,197,16,39
688,189,24,42
689,36,30,50
690,195,46,5
691,129,15,9
692,20,44,32
693,52,9,33
694,59,37,22
695,179,13,16
696,173,17,40
697,5,6,4
698,63,40,44
699,132,16,8
700,15,18,30
701,159,49,34
702,198,27,3
703,170,32,6
704,182,29,23
705,29,6,11
706,152,10,50
707,155,15,1
708,125,19,33
709,165,12,47
710,157,1,41
711,53,6,37
712,185,18,28
713,62,37,16
714,193,4,20
715,29,44,36
716,121,41,24
717,153,23,40
718,177,17,15
719,63,17,35
720,176,14,21
721,178,21,38
722,16,3,44
723,72,30,33
724,90,34,8
725,146,36,36
726,63,47,46
727,59,11,21
728,110,36,34
729,199,4,38
730,104,26,4
731,181,14,11
732,177,49,11
733,194,12,32
734,158,31,24
735,123,40,7
736,83,3,4
737,8,30,9
738,177,24,35
739,100,27,14
740,183,8,20
741,181,40,44
742,6,5,25
743,78,22,1
744,93,18,48
745,97,34,17
746,13,35,44
747,70,26,44
748,190,1,17
749,149,10,4
750,85,37,18
751,143,5,37
752,188,29,31
753,117,42,31
754,162,31,17
755,187,27,29
756,4,40,7
757,144,5,12
758,0,43,19
759,172,9,43
760,73,8,19
761,83,40,38
762,21,11,15
763,112,31,4
764,13,13,10
765,159,13,1
766,92,50,1
767,75,27,23
768,119,31,48
769,78,46,21
770,4,26,4
771,40,6,5
772,116,37,5
773,182,45,48
774,149,28,24
775,69,2,34
776,108,29,1
777,189,10,44
778,33,9,46
779,194,21,46
780,39,11,9
781,105,40,34
782,70,42,40
783,75,20,43
784,86,41,3
785,77,36,16
786,184,12,13
787,198,26,21
788,19,17,32
789,20,36,14
790,124,35,28
791,138,6,37
792,48,42,18
793,44,31,32
794,169,12,50
795,97,38,16
796,161,19,2
797,89,13,31
798,167,9,28
799,51,27,17
800,69,12,21
801,199,16,21
802,181,25,17
803,38,46,7
804,69,2,45
805,79,39,37
806,42,1,50
807,198,42,24
808,130,39,13
809,86,39,34
810,65,32,10
811,165,35,49
812,56,16,7
813,137,23,18
814,88,49,19
815,190,42,24
816,4,29,26
817,88,24,46
818,74,19,12
819,10,4,44
820,103,16,38
821,32,39,19
822,19,32,11
823,93,22,49
824,122,34,32
825,107,16,4
826,83,1,34
827,133,7,42
828,6,50,50
829,94,27,5
830,60,24,33
831,193,12,33
832,139,24,7
833,159,16,45
834,98,37,31
835,57,37,17
836,142,3,41
837,166,7,30
838,23,47,18
839,156,50,10
840,34,44,3
841,173,47,45
842,30,46,22
843,10,29,8
844,82,2,3
845,125,9,35
846,69,6,11
847,32,38,4
848,90,11,38
849,175,39,15
850,25,7,29
851,60,26,36
852,196,30,47
853,105,36,7
854,143,23,38
855,73,50,45
856,20,21,32
857,30,19,28
858,50,20,48
859,8,7,5
860,173,24,32
861,198,10,5
862,144,4,41
863,18,8,17
864,73,44,1
865,34,33,46
866,58,39,10
867,98,6,20
868,42,14,2
869,179,42,26
870,128,37,14
871,20,19,3
872,93,31,31
873,62,23,5
874,87,41,47
875,140,6,10
876,82,17,37
877,186,15,14
878,78,19,41
879,141,21,47
880,134,30,21
881,51,15,30
882,2,1,22
883,136,44,12
884,158,46,13
885,86,20,9
886,154,19,17
887,197,11,10
888,162,50,13
889,137,24,12
890,105,20,42
891,130,29,34
892,16,28,40
893,24,35,7
894,200,30,38
895,177,5,14
896,94,12,7
897,20,32,37
898,182,21,45
899,164,41,42
900,72,48,44
901,11,6,29
902,17,22,8
903,164,46,21
904,186,19,40
905,148,9,7
906,93,44,20
907,152,7,10
908,123,40,41
909,164,37,23
910,148,42,37
911,158,35,24
912,190,14,44
913,127,29,24
914,171,1,41
915,79,19,14
916,131,11,10
917,146,32,13
918,95,19,38
919,183,40,28
920,171,31,13
921,188,38,1
922,134,30,1
923,146,32,21
924,60,40,9
925,32,41,24
926,66,16,31
927,89,26,3
928,189,18,34
929,59,2,42
930,160,17,49
931,45,5,14
932,27,16,47
933,82,22,48
934,144,15,45
935,186,8,25
936,169,32,27
937,89,9,17
938,55,47,50
939,116,7,11
940,116,20,6
941,28,47,44
942,164,42,20
943,160,32,22
944,105,34,12
945,174,18,26
946,116,26,18
947,179,21,23
948,125,43,25
949,146,27,32
950,124,16,35
951,159,11,16
952,123,31,40
953,108,40,46
954,84,47,9
955,145,29,5
956,25,43,43
957,196,8,31
958,68,22,7
959,71,15,48
960,173,42,45
961,20,10,16
962,34,47,47
963,14,1,48
964,25,11,39
965,16,31,48
966,143,38,12
967,131,15,44
968,39,8,28
969,64,20,48
970,178,17,46
971,195,23,21
972,11,6,19
973,140,34,47
974,131,19,22
975,56,40,5
976,173,22,29
977,74,34,36
978,142,8,23
979,104,32,24
980,145,37,37
981,105,48,18
982,60,32,39
983,186,15,9
984,90,47,37
985,30,14,18
986,200,34,16
987,127,16,40
988,144,21,8
989,191,38,4
990,59,32,40
991,2,15,4
992,189,10,3
993,161,40,20
994,194,34,39
995,184,7,6
996,187,29,3
997,166,47,21
998,101,26,32
999,37,28,43
1000,77,50,18
